1.78111e+04	4.13852e+03	4.79307e+04	4.79307e+04
1.80101e+04	3.63671e+03	4.81816e+04	4.81816e+04
1.82091e+04	3.20054e+03	4.83997e+04	4.83997e+04
1.84081e+04	2.82124e+03	4.85894e+04	4.85894e+04
1.86071e+04	2.49114e+03	4.87544e+04	4.87544e+04
1.88061e+04	2.20357e+03	4.88982e+04	4.88982e+04
1.90051e+04	1.95275e+03	4.90236e+04	4.90236e+04
1.92040e+04	1.73369e+03	4.91332e+04	4.91332e+04
1.94030e+04	1.54211e+03	4.92289e+04	4.92289e+04
1.96020e+04	1.37428e+03	4.93129e+04	4.93129e+04
1.98010e+04	1.22704e+03	4.93865e+04	4.93865e+04
2.00000e+04	1.09764e+03	4.94512e+04	4.94512e+04
